aX,aY,aZ,gX,gY,gZ
-0.352,-0.025,0.823,18.372,8.850,-22.400
-0.440,0.004,0.772,26.428,15.137,-21.484
-0.534,-0.012,0.696,34.546,22.705,-22.095
-0.619,-0.069,0.619,44.128,28.809,-27.771
-0.659,-0.196,0.551,54.199,31.616,-38.025
-0.631,-0.366,0.498,61.890,30.151,-51.880
-0.572,-0.573,0.471,66.467,23.621,-64.331
-0.516,-0.742,0.497,69.458,17.944,-74.280
-0.430,-0.926,0.511,70.984,18.127,-79.712
-0.270,-1.106,0.521,72.327,22.217,-85.999
-0.018,-1.303,0.586,74.951,20.630,-95.764
0.272,-1.467,0.715,75.928,9.399,-106.812
0.596,-1.641,0.884,70.984,-6.470,-113.159
0.825,-1.746,1.050,58.533,-22.583,-106.201
0.908,-1.714,1.131,39.917,-29.785,-78.247
0.770,-1.535,1.072,18.250,-20.020,-36.560
0.439,-1.250,0.935,0.305,-2.441,8.423
0.043,-0.946,0.799,-8.850,12.939,41.382
-0.292,-0.656,0.707,-11.047,19.226,54.504
-0.507,-0.479,0.643,-10.803,15.686,47.791
-0.555,-0.391,0.609,-9.216,4.700,28.809
-0.494,-0.407,0.618,-5.676,-7.568,7.507
-0.370,-0.485,0.661,0.061,-15.503,-8.301
-0.224,-0.592,0.721,6.104,-16.785,-16.602
-0.094,-0.704,0.775,10.193,-14.404,-18.311
0.002,-0.787,0.820,11.475,-11.536,-15.503

0.781,-1.879,1.058,83.862,37.292,-95.886
0.912,-1.852,1.165,64.209,31.006,-70.984
0.826,-1.669,1.118,38.025,31.494,-34.607
0.547,-1.394,0.958,11.902,37.048,5.615
0.156,-1.059,0.804,-4.395,39.490,36.255
-0.215,-0.729,0.705,-10.986,35.339,49.316
-0.459,-0.520,0.633,-13.733,26.550,44.495
-0.543,-0.415,0.618,-11.475,13.367,26.550
-0.495,-0.428,0.644,-6.104,0.916,5.981
-0.364,-0.514,0.702,1.099,-5.249,-10.559
-0.209,-0.639,0.769,7.080,-6.592,-20.081
-0.068,-0.757,0.821,10.437,-5.310,-22.461
0.047,-0.850,0.846,11.536,-2.197,-19.287
0.120,-0.908,0.851,10.803,2.075,-11.719
0.139,-0.930,0.844,8.484,5.432,-2.319
0.120,-0.921,0.826,4.211,5.737,6.531
0.084,-0.899,0.807,-0.977,2.380,12.329
0.057,-0.873,0.791,-6.348,-4.150,13.794
0.036,-0.858,0.789,-11.536,-12.878,12.756
0.025,-0.848,0.799,-15.625,-21.912,10.742
0.016,-0.845,0.823,-18.433,-28.442,9.277
0.006,-0.844,0.854,-19.958,-31.677,9.399
-0.012,-0.833,0.879,-20.813,-31.128,11.719
-0.037,-0.813,0.889,-20.935,-26.794,15.686
-0.062,-0.793,0.891,-20.752,-20.935,19.775
-0.089,-0.766,0.886,-20.630,-16.724,22.949
-0.113,-0.740,0.870,-20.508,-13.733,24.658
-0.123,-0.715,0.844,-20.630,-11.963,24.597
-0.122,-0.699,0.827,-21.179,-11.841,23.071
-0.116,-0.688,0.813,-21.729,-12.268,21.301
-0.108,-0.683,0.797,-21.973,-12.024,20.264
-0.104,-0.672,0.786,-21.484,-11.414,20.142
-0.114,-0.653,0.783,-20.386,-10.803,21.179
-0.124,-0.638,0.778,-19.836,-9.583,21.973
-0.132,-0.624,0.774,-19.714,-8.667,22.400
-0.139,-0.613,0.771,-19.104,-8.118,22.278
-0.141,-0.602,0.770,-18.250,-8.240,21.362
-0.138,-0.594,0.774,-17.090,-8.179,20.264
-0.136,-0.588,0.782,-15.808,-7.568,19.287
-0.137,-0.588,0.794,-15.320,-7.385,18.188
-0.136,-0.590,0.805,-15.991,-7.446,16.724
-0.137,-0.599,0.811,-16.724,-7.568,15.564
-0.125,-0.598,0.817,-16.357,-6.592,14.832
-0.112,-0.601,0.822,-15.747,-4.944,15.686
-0.105,-0.598,0.819,-15.259,-2.686,18.005
-0.105,-0.592,0.809,-14.404,-0.183,20.325
-0.105,-0.586,0.797,-14.099,1.953,21.057
-0.100,-0.583,0.790,-13.733,2.380,20.325
-0.090,-0.582,0.789,-13.428,1.465,18.555
-0.081,-0.584,0.788,-13.611,-0.183,17.334
-0.078,-0.578,0.790,-13.550,-1.465,16.968
-0.082,-0.562,0.792,-13.672,-2.502,16.418
-0.087,-0.546,0.791,-14.404,-3.845,15.869
-0.086,-0.535,0.787,-15.442,-5.554,14.587
-0.078,-0.525,0.778,-15.442,-6.836,13.123
-0.068,-0.520,0.779,-14.526,-7.874,12.024
-0.064,-0.517,0.784,-13.245,-8.545,12.268
-0.068,-0.515,0.793,-12.207,-8.423,12.695
-0.071,-0.512,0.802,-12.024,-8.484,12.512
-0.077,-0.510,0.812,-12.634,-9.644,12.024
-0.081,-0.505,0.819,-13.306,-10.925,11.475
-0.082,-0.500,0.820,-13.428,-10.864,11.353
-0.085,-0.490,0.821,-12.817,-9.705,11.780
-0.092,-0.480,0.818,-12.146,-8.057,12.634
-0.094,-0.471,0.814,-11.169,-6.592,12.268
-0.089,-0.463,0.813,-10.437,-5.981,10.925
-0.085,-0.460,0.816,-10.132,-5.981,10.010
-0.078,-0.458,0.816,-10.010,-5.981,9.277
-0.073,-0.454,0.815,-9.338,-5.310,9.521
-0.070,-0.446,0.812,-8.545,-4.028,10.193
-0.073,-0.441,0.810,-8.240,-2.747,10.864
-0.077,-0.433,0.804,-8.118,-1.770,11.047
-0.074,-0.422,0.792,-7.324,-1.160,10.559
-0.073,-0.413,0.785,-6.226,-1.099,9.216
-0.066,-0.407,0.782,-4.761,-1.221,7.812
-0.063,-0.396,0.782,-3.296,-1.282,6.836
-0.068,-0.384,0.783,-1.953,-1.404,6.226
-0.076,-0.369,0.782,-0.488,-1.465,5.127
-0.083,-0.350,0.786,0.916,-2.197,3.174
-0.104,-0.317,0.809,2.197,-3.723,0.793
-0.138,-0.272,0.837,3.174,-5.005,-1.587
-0.153,-0.229,0.838,4.089,-3.723,-3.113
-0.182,-0.158,0.842,5.249,-1.038,-3.479
-0.232,-0.070,0.843,7.507,3.052,-3.601
-0.311,0.060,0.843,11.353,9.705,-3.479
-0.418,0.196,0.829,17.517,19.409,-2.930
-0.553,0.295,0.790,24.963,31.067,-3.357
-0.684,0.341,0.718,32.166,40.771,-8.362
-0.761,0.254,0.613,39.795,45.837,-20.447
-0.797,0.103,0.537,49.622,45.593,-39.673
-0.779,-0.110,0.488,62.805,42.358,-60.791
-0.709,-0.377,0.455,76.294,42.725,-80.688
-0.597,-0.650,0.437,88.318,48.401,-95.032
-0.418,-0.936,0.416,97.839,58.105,-103.516
-0.157,-1.214,0.446,105.957,64.941,-113.281
0.214,-1.489,0.538,110.718,59.021,-124.268
0.613,-1.793,0.702,106.445,40.771,-131.592
0.994,-1.996,0.943,95.703,14.282,-129.944
1.232,-2.048,1.123,74.890,-6.042,-109.192
1.214,-1.937,1.126,41.931,-10.498,-64.941
0.826,-1.579,1.018,8.606,-3.235,-7.263
0.205,-1.162,0.888,-12.756,9.216,43.701
-0.332,-0.690,0.777,-18.127,22.888,71.777
-0.661,-0.427,0.678,-17.151,26.794,67.871
-0.726,-0.304,0.602,-11.719,16.357,40.894
-0.614,-0.327,0.578,-3.235,0.854,9.399
-0.432,-0.440,0.617,6.226,-7.751,-13.123
-0.245,-0.599,0.698,15.564,-9.277,-25.757
-0.083,-0.754,0.777,20.874,-8.423,-29.663
0.049,-0.881,0.832,20.630,-7.690,-27.344
0.121,-0.961,0.867,17.822,-6.165,-19.409
0.118,-0.980,0.882,13.977,-2.563,-7.080
0.071,-0.960,0.879,8.972,0.916,4.822
0.021,-0.927,0.863,3.418,0.488,12.085
-0.005,-0.896,0.846,-2.136,-4.578,13.306
-0.015,-0.879,0.839,-7.507,-12.146,11.841
-0.020,-0.871,0.847,-11.841,-19.348,10.071
-0.023,-0.870,0.865,-14.893,-24.292,9.033
-0.032,-0.865,0.890,-17.578,-27.832,9.094

0.245,-1.770,1.038,106.750,19.836,-118.164
0.548,-1.906,1.165,97.900,19.470,-107.422
0.777,-1.915,1.222,83.801,20.935,-86.792
0.840,-1.807,1.149,57.434,25.635,-50.598
0.622,-1.521,0.994,26.794,30.701,-6.409
0.200,-1.182,0.830,3.662,35.522,32.654
-0.228,-0.791,0.727,-6.531,37.170,53.223
-0.522,-0.509,0.644,-10.010,29.724,50.720
-0.614,-0.402,0.584,-10.742,15.137,29.724
-0.518,-0.432,0.586,-5.737,-1.770,1.587
-0.349,-0.546,0.652,2.380,-13.977,-20.081
-0.179,-0.709,0.744,9.460,-17.578,-31.433
-0.042,-0.843,0.829,12.695,-15.930,-32.837
0.038,-0.939,0.891,11.353,-12.878,-25.940
0.059,-0.969,0.914,7.385,-8.301,-13.367
0.037,-0.963,0.907,2.991,-3.723,-0.793
-0.001,-0.928,0.884,-2.136,-1.648,9.216
-0.037,-0.891,0.855,-7.202,-3.296,15.015
-0.065,-0.861,0.838,-11.475,-7.812,16.541
-0.093,-0.839,0.846,-15.137,-13.855,16.357
-0.115,-0.828,0.868,-18.372,-18.677,15.747
-0.128,-0.815,0.887,-20.813,-21.118,15.503
-0.141,-0.803,0.901,-22.644,-21.301,16.907
-0.153,-0.791,0.905,-23.804,-19.226,18.738
-0.160,-0.781,0.902,-24.902,-17.090,20.630
-0.165,-0.772,0.900,-25.574,-15.503,21.545
-0.167,-0.769,0.895,-25.879,-13.794,22.095
-0.164,-0.766,0.884,-26.001,-11.353,22.766
-0.162,-0.759,0.870,-25.940,-8.728,24.231
-0.166,-0.735,0.849,-25.391,-5.981,26.428
-0.178,-0.705,0.820,-25.635,-3.723,28.809
-0.191,-0.673,0.792,-26.245,-2.930,29.663
-0.192,-0.643,0.770,-26.062,-3.174,28.992
-0.191,-0.624,0.760,-25.269,-4.211,27.832
-0.196,-0.614,0.767,-24.231,-5.371,26.123
-0.199,-0.612,0.779,-23.499,-5.798,23.804
-0.202,-0.611,0.792,-23.254,-6.042,21.790
-0.198,-0.601,0.800,-23.254,-6.104,20.386
-0.198,-0.590,0.799,-23.376,-5.798,20.020
-0.199,-0.569,0.791,-22.888,-4.944,20.386
-0.197,-0.553,0.786,-21.484,-3.906,20.447
-0.192,-0.541,0.784,-20.264,-3.357,20.874
-0.188,-0.535,0.789,-19.287,-2.869,21.362
-0.192,-0.532,0.798,-18.555,-1.831,21.973
-0.198,-0.532,0.802,-18.738,-1.221,21.423
-0.201,-0.531,0.805,-19.226,-2.563,18.921
-0.189,-0.534,0.811,-19.592,-4.395,15.198
-0.174,-0.536,0.816,-19.714,-5.127,12.695
-0.161,-0.537,0.810,-19.592,-4.822,12.024
-0.149,-0.530,0.804,-18.311,-4.150,12.817
-0.150,-0.522,0.799,-17.151,-3.723,14.648
-0.150,-0.514,0.788,-16.174,-2.869,16.174
-0.151,-0.509,0.778,-15.015,-2.625,17.212
-0.149,-0.507,0.775,-14.648,-3.845,16.785
-0.142,-0.510,0.776,-15.198,-6.226,14.954
-0.138,-0.516,0.782,-16.052,-8.850,12.573
-0.138,-0.526,0.787,-17.029,-10.498,10.925
-0.139,-0.525,0.783,-16.968,-9.949,10.254
-0.134,-0.520,0.775,-16.724,-8.362,10.071
-0.131,-0.508,0.766,-16.235,-7.446,10.620
-0.133,-0.498,0.761,-15.686,-7.385,11.658
-0.130,-0.490,0.758,-15.320,-7.507,12.207
-0.135,-0.486,0.758,-15.503,-7.996,12.695
-0.145,-0.487,0.765,-15.442,-8.423,12.817
-0.149,-0.492,0.770,-15.625,-8.240,12.024
-0.156,-0.494,0.774,-16.235,-7.690,11.414
-0.162,-0.493,0.775,-16.846,-6.775,11.047
-0.164,-0.480,0.771,-17.456,-5.127,11.047
-0.160,-0.463,0.766,-18.188,-3.357,11.108
-0.151,-0.434,0.752,-18.066,-1.343,12.085
-0.146,-0.398,0.747,-17.090,0.122,13.916
-0.142,-0.361,0.746,-15.869,2.014,15.442
-0.136,-0.335,0.745,-14.832,2.747,16.296
-0.128,-0.312,0.750,-14.221,2.075,16.785
-0.125,-0.290,0.760,-14.099,1.160,17.151
-0.125,-0.268,0.768,-13.184,1.099,17.456
-0.125,-0.248,0.772,-12.329,0.366,17.761
-0.120,-0.221,0.786,-11.292,-0.977,18.005
-0.129,-0.156,0.801,-10.254,-2.075,18.616
-0.145,-0.079,0.807,-8.911,-2.380,21.545
-0.177,0.030,0.811,-5.676,0.061,27.344
-0.266,0.201,0.809,1.099,7.202,37.170
-0.388,0.414,0.779,12.451,20.996,49.805
-0.529,0.645,0.690,26.611,39.734,60.059
-0.759,0.761,0.557,37.903,54.504,62.988
-0.983,0.778,0.443,55.176,58.655,52.551
-1.162,0.641,0.345,76.172,53.589,24.048
-1.239,0.325,0.272,97.595,43.518,-21.057
-1.103,-0.119,0.223,116.821,31.372,-80.078
-0.844,-0.649,0.241,130.554,15.808,-133.850
-0.554,-1.119,0.352,139.832,1.221,-165.039
-0.259,-1.482,0.488,145.874,-0.977,-171.021
0.036,-1.748,0.667,148.315,10.132,-159.729
0.328,-1.966,0.849,143.799,20.874,-141.235
0.607,-2.112,1.043,133.240,19.836,-125.305
0.878,-2.198,1.268,115.234,6.714,-114.868
1.089,-2.161,1.376,85.876,-7.629,-97.717
1.044,-1.970,1.307,46.570,-13.977,-61.646
0.677,-1.615,1.106,8.911,-10.742,-11.963
0.145,-1.237,0.921,-13.733,-2.625,30.212
-0.299,-0.822,0.806,-20.935,2.441,51.086
-0.571,-0.580,0.706,-21.240,2.136,48.523
-0.639,-0.462,0.654,-15.808,-2.380,30.640
-0.584,-0.453,0.663,-7.202,-7.629,10.559
-0.473,-0.516,0.705,1.770,-8.789,-3.784
-0.334,-0.615,0.750,10.376,-4.822,-11.230
-0.189,-0.729,0.792,16.602,0.061,-14.282
-0.067,-0.840,0.831,18.677,3.540,-13.611
0.014,-0.922,0.858,16.602,5.920,-8.240
0.038,-0.973,0.876,12.390,8.423,-0.854
0.031,-0.990,0.874,6.775,9.094,6.836
0.009,-0.977,0.861,0.183,6.348,12.573
-0.018,-0.956,0.845,-6.409,1.221,15.259
-0.042,-0.936,0.834,-12.085,-4.150,15.625
-0.067,-0.920,0.841,-16.479,-9.583,15.015
-0.094,-0.901,0.862,-20.020,-14.526,14.404
-0.119,-0.876,0.882,-23.437,-17.456,14.160
-0.147,-0.849,0.893,-26.306,-18.860,15.198
-0.174,-0.825,0.896,-27.527,-17.639,16.846

0.451,-2.187,1.056,153.442,1.160,-148.987
0.730,-2.394,1.335,136.475,5.798,-130.493
1.037,-2.484,1.574,112.305,0.305,-113.098
1.225,-2.378,1.574,72.205,-1.648,-83.801
0.959,-1.933,1.314,20.447,3.601,-26.672
0.223,-1.351,0.934,-16.418,25.330,43.579
-0.422,-0.695,0.584,-23.376,55.725,90.393
-0.833,-0.322,0.413,-10.498,61.951,89.905
-0.868,-0.196,0.410,4.028,36.499,48.279
-0.660,-0.321,0.509,12.329,1.221,-1.587
-0.376,-0.529,0.629,19.653,-15.686,-31.189
-0.138,-0.777,0.749,30.029,-11.780,-39.001
0.065,-0.996,0.869,37.720,-4.517,-35.583
0.187,-1.157,0.969,34.973,-4.456,-27.100
0.201,-1.204,1.007,23.254,-5.371,-13.000
0.109,-1.153,0.997,10.315,-2.075,4.272
-0.016,-1.081,0.952,0.732,1.648,19.104
-0.097,-1.010,0.915,-6.714,0.183,24.780
-0.142,-0.966,0.889,-13.184,-5.798,22.949
-0.160,-0.923,0.877,-18.066,-12.207,18.921
-0.177,-0.896,0.874,-20.935,-15.503,16.602
-0.184,-0.884,0.882,-21.606,-15.564,16.235
-0.174,-0.885,0.899,-21.545,-13.733,16.541
-0.159,-0.896,0.906,-21.606,-11.169,17.822
-0.140,-0.908,0.906,-22.034,-8.118,18.677
-0.124,-0.915,0.900,-23.560,-6.348,19.775
-0.113,-0.916,0.881,-26.306,-5.981,21.606
-0.104,-0.911,0.853,-29.175,-6.348,22.522
-0.099,-0.897,0.833,-31.982,-8.057,22.766
-0.101,-0.887,0.816,-35.583,-10.376,23.193
-0.102,-0.875,0.798,-38.574,-12.146,23.132
-0.103,-0.858,0.788,-40.955,-13.489,23.254
-0.104,-0.842,0.783,-42.969,-14.587,23.865
-0.113,-0.826,0.778,-43.884,-14.038,25.513
-0.129,-0.808,0.780,-43.152,-12.390,27.771
-0.157,-0.795,0.786,-42.053,-9.644,29.236
-0.169,-0.781,0.783,-41.992,-7.935,28.931
-0.163,-0.770,0.772,-42.908,-8.301,27.405
-0.151,-0.771,0.765,-43.396,-8.728,26.123
-0.147,-0.759,0.766,-43.335,-7.568,26.672
-0.142,-0.727,0.757,-43.457,-4.944,28.503
-0.143,-0.686,0.740,-44.128,-2.380,31.006
-0.153,-0.638,0.726,-45.349,-2.136,32.410
-0.152,-0.606,0.711,-46.387,-3.174,31.006
-0.145,-0.578,0.713,-46.326,-5.554,28.625
-0.136,-0.566,0.725,-44.800,-7.263,25.818
-0.129,-0.561,0.748,-42.664,-7.507,23.315
-0.135,-0.558,0.770,-40.955,-6.531,22.400
-0.131,-0.545,0.780,-39.612,-4.150,22.461
-0.127,-0.536,0.782,-39.001,-2.197,23.254
-0.115,-0.521,0.779,-38.940,-0.549,24.536
-0.099,-0.506,0.770,-37.903,0.916,26.306
-0.092,-0.491,0.773,-36.194,1.770,29.053
-0.098,-0.475,0.775,-34.363,3.479,31.128
-0.111,-0.458,0.775,-33.386,3.845,30.945
-0.120,-0.447,0.765,-33.569,2.075,27.161
-0.108,-0.444,0.760,-33.691,-1.221,21.301
-0.096,-0.453,0.766,-33.203,-4.761,15.991
-0.073,-0.468,0.767,-32.837,-6.653,12.878
-0.056,-0.477,0.767,-32.227,-6.592,13.489
-0.055,-0.479,0.764,-31.067,-5.127,17.090
-0.061,-0.465,0.756,-30.151,-2.258,21.179
-0.074,-0.436,0.752,-29.175,0.366,24.353
-0.068,-0.394,0.744,-28.015,1.526,25.391
-0.069,-0.360,0.737,-27.649,0.732,24.475
-0.064,-0.331,0.736,-27.039,-1.282,22.827
-0.053,-0.302,0.736,-25.635,-2.930,20.874
-0.049,-0.274,0.744,-23.376,-3.906,19.775
-0.045,-0.249,0.755,-21.118,-4.333,18.860
-0.048,-0.224,0.775,-18.555,-4.639,17.822
-0.055,-0.202,0.794,-16.418,-5.371,16.235
-0.046,-0.177,0.811,-14.282,-5.737,13.794
-0.035,-0.160,0.819,-11.353,-5.920,11.475
-0.031,-0.153,0.833,-7.202,-5.737,9.827
-0.024,-0.153,0.850,-2.747,-4.883,8.301
-0.021,-0.153,0.868,1.343,-4.517,6.775
-0.021,-0.154,0.876,4.333,-4.211,4.761
-0.024,-0.148,0.881,6.897,-4.211,2.136
-0.027,-0.137,0.887,9.949,-4.456,-0.549
-0.026,-0.118,0.906,13.367,-3.967,-2.625
-0.029,-0.085,0.926,16.785,-2.441,-3.479
-0.039,-0.046,0.926,21.057,1.160,-3.113
-0.054,0.020,0.927,26.306,6.592,-2.441
-0.081,0.071,0.914,31.921,11.963,-2.075
-0.115,0.074,0.855,36.865,16.846,-2.991
-0.148,0.065,0.804,41.260,17.944,-7.690
-0.206,0.037,0.762,45.227,13.977,-15.625
-0.266,0.036,0.721,49.133,10.437,-23.560
-0.320,-0.015,0.657,54.932,10.132,-31.067
-0.377,-0.094,0.589,60.852,11.841,-37.476
-0.459,-0.183,0.521,66.345,12.268,-42.908
-0.545,-0.251,0.473,72.815,13.794,-48.767
-0.640,-0.320,0.425,79.834,17.456,-54.810
-0.754,-0.437,0.348,86.731,23.437,-60.791
-0.782,-0.647,0.270,95.398,29.114,-73.792
-0.665,-0.952,0.274,106.750,26.489,-95.459
-0.419,-1.266,0.414,118.042,12.390,-119.019
-0.031,-1.593,0.669,123.352,-4.517,-137.024
0.307,-1.854,0.929,117.249,-13.977,-140.686
0.638,-2.033,1.144,103.577,-15.076,-123.352
0.877,-2.102,1.287,81.543,-13.367,-93.567
0.920,-1.966,1.299,49.927,-10.498,-52.612
0.642,-1.630,1.148,13.794,-1.526,-0.732
0.154,-1.255,0.952,-12.329,15.686,49.744
-0.286,-0.834,0.792,-20.325,30.457,79.529
-0.580,-0.556,0.674,-18.921,32.043,82.336
-0.682,-0.424,0.613,-16.174,20.386,62.988
-0.634,-0.391,0.594,-13.489,3.113,35.217
-0.531,-0.434,0.596,-11.597,-8.972,13.000
-0.400,-0.526,0.620,-6.958,-13.184,-0.854
-0.260,-0.636,0.667,-1.343,-13.672,-7.568
-0.151,-0.751,0.730,2.136,-14.160,-8.972
-0.067,-0.848,0.790,2.625,-13.367,-6.897
-0.019,-0.923,0.843,1.709,-10.925,-1.587
-0.010,-0.958,0.878,-0.732,-7.629,6.409
-0.023,-0.963,0.901,-4.944,-5.127,14.465
-0.056,-0.949,0.912,-10.620,-4.944,20.874
-0.094,-0.934,0.920,-16.479,-7.263,23.437
-0.122,-0.920,0.925,-22.156,-11.414,23.010

0.746,-2.263,1.224,136.658,-18.860,-146.912
1.075,-2.380,1.503,110.657,-23.621,-122.620
1.193,-2.271,1.578,69.946,-16.724,-80.139
0.984,-1.944,1.401,20.081,-2.563,-23.804
0.457,-1.495,1.121,-18.555,13.306,32.349
-0.049,-0.960,0.884,-35.278,28.809,69.092
-0.407,-0.590,0.676,-37.781,36.377,77.576
-0.557,-0.382,0.552,-31.555,29.358,61.768
-0.537,-0.302,0.503,-22.522,12.878,34.912
-0.451,-0.328,0.507,-15.198,-1.648,11.169
-0.331,-0.400,0.553,-7.935,-8.789,-4.700
-0.224,-0.511,0.631,-1.770,-13.184,-14.587
-0.121,-0.631,0.713,2.075,-16.296,-20.508
-0.022,-0.744,0.780,3.906,-15.991,-22.034
0.048,-0.829,0.829,4.456,-11.841,-18.127
0.085,-0.882,0.854,3.662,-6.226,-9.705
0.083,-0.903,0.874,1.221,-2.625,-0.305
0.061,-0.895,0.877,-2.991,-1.648,7.202
0.034,-0.867,0.865,-9.155,-3.662,11.658
0.002,-0.833,0.852,-15.991,-8.850,13.367
-0.033,-0.797,0.849,-22.278,-15.686,12.329
-0.054,-0.764,0.849,-27.039,-21.301,9.705
-0.072,-0.740,0.854,-29.541,-24.963,7.996
-0.089,-0.720,0.867,-29.968,-25.635,7.446
-0.102,-0.705,0.881,-29.297,-23.804,7.690
-0.108,-0.690,0.891,-28.687,-20.935,8.728
-0.109,-0.671,0.896,-27.100,-17.334,10.437
-0.110,-0.657,0.889,-24.963,-12.756,12.573
-0.115,-0.640,0.877,-22.827,-8.606,15.015
-0.124,-0.630,0.866,-20.569,-5.798,15.991
-0.120,-0.632,0.859,-18.677,-4.211,15.320
-0.112,-0.644,0.856,-17.273,-3.357,13.855
-0.097,-0.655,0.851,-16.052,-1.770,12.817
-0.079,-0.667,0.850,-15.076,0.549,12.878
-0.069,-0.668,0.852,-15.747,2.136,13.855
-0.065,-0.672,0.844,-17.761,2.686,14.954
-0.070,-0.666,0.835,-20.569,1.160,15.991
-0.079,-0.650,0.827,-23.376,-0.977,15.930
-0.088,-0.638,0.820,-25.879,-2.747,15.503
-0.103,-0.630,0.817,-27.588,-4.517,15.076
-0.116,-0.625,0.817,-28.748,-6.348,13.672
-0.126,-0.627,0.821,-29.785,-7.751,11.841
-0.126,-0.624,0.822,-31.067,-8.423,9.705
-0.117,-0.616,0.823,-32.837,-8.545,9.216
-0.118,-0.601,0.820,-34.973,-8.240,10.925
-0.124,-0.581,0.811,-36.621,-7.202,13.855
-0.142,-0.557,0.805,-38.147,-5.920,16.602
-0.152,-0.528,0.789,-39.368,-5.066,17.944
-0.166,-0.502,0.780,-40.039,-5.371,18.066
-0.155,-0.495,0.771,-40.588,-6.104,16.357
-0.149,-0.490,0.769,-41.748,-8.179,15.198
-0.142,-0.481,0.767,-42.847,-10.376,14.221
-0.127,-0.475,0.768,-43.640,-12.024,13.123
-0.120,-0.455,0.767,-44.250,-14.771,13.550
-0.122,-0.429,0.767,-43.823,-18.311,14.832
-0.126,-0.398,0.768,-42.053,-21.057,16.296
-0.140,-0.373,0.780,-39.124,-22.278,17.090
-0.148,-0.352,0.791,-35.400,-21.729,16.296
-0.158,-0.340,0.806,-31.799,-20.813,14.832
-0.167,-0.327,0.819,-28.076,-19.775,13.062
